hotel_url,hotel_intr,hotel_price,hotel_comment,hotel_score,hotel_name,hotel_rank
http://hotel.qunar.com/city/zhoushan/dt-4831/#from=BSEO-N,山水人家客栈地处普陀山中心金融街，位于著名景点西山景区脚下，毗邻第一大寺普济寺，右靠客运码头，门口有公交车站，可直达普济寺、南海观音、...,¥50起,473条点评,4.6/5分,Q居舟山普陀山山水人家客栈,舟山好评第488
http://hotel.qunar.com/city/zhoushan/dt-6569/#from=BSEO-N,小梦位于朱家尖泗苏村，距普陀山码头走路十余分钟，到机场滴滴起步价，去东极岛半升洞20余分钟公家车车程，距离客运中心也只短短数站地，想来...,¥50起,79条点评,4.9/5分,Q居舟山梦想国际青年旅舍,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-6543/#from=BSEO-N,舟山居舢民宿地处沈家门老城区核心区域，便于游客体验老城风味，更因其坐落于陈家塘半坡之上，故而没有车马喧嚣，自然清幽，于闹市中独取一份宁...,¥75起,47条点评,4.8/5分,Q居舟山居舢民宿,舟山好评第321
http://hotel.qunar.com/city/zhoushan/dt-6898/#from=BSEO-N,码头下船，沿着海一直向西走，途径小林海鲜面，继续步行5分钟即可到达，是2017年刚刚建好，新装修，有海景，家庭房，榻榻米，多人间，让入...,¥95起,61条点评,4.9/5分,Q居舟山东极卧槽青年旅舍,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-4485/#from=BSEO-N,十二间者，小楼也，滨于南海浴场，隐于别墅堂弄，小楼层四，有房间十二，故以之为名，其中楼主居室一，厨房一，客房十间，各竟纷呈，待君下榻，...,¥100起,201条点评,4.9/5分,Q居舟山朱家尖12间生活主题民宿,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-5368/#from=BSEO-N,客栈坐落于佛教圣地朱家尖海岛之上，距离乌石塘景区仅一步之遥，客栈环境干净安逸，后会无期，左耳等剧组曾经在此入住，“国民岳父”的选择，相...,¥114起,23条点评,4.5/5分,Q居舟山朱家尖海欣渔家客栈,舟山好评第613
http://hotel.qunar.com/city/beihai/dt-5166/#from=BSEO-N,性价比高，住宿环境、通风采光较好。,¥11起,42条点评,4.8/5分,Q居北海考拉海边旅舍,北海好评第188
http://hotel.qunar.com/city/zhangjiajie/dt-5170/#from=BSEO-N,旅舍是住宿，休闲，娱乐的聚集地，院内有停车位，提供自行车租赁，有多人床位房、单人间、军旅帐篷房，吊床房等各类房型。自助洗衣机、自助厨房...,¥18起,86条点评,4.9/5分,Q居张家界白浪青年旅舍,张家界好评第83
http://hotel.qunar.com/city/baoshan/dt-3241/#from=BSEO-N,登巴客栈和顺店位于和顺古镇内野鸭湖畔，近大水车，临元龙阁，周围环境清静，客栈温馨舒适，期待您的光临。 温馨提示： 1，腾冲县城内乘6路...,¥24起,458条点评,4.5/5分,Q居登巴国际连锁客栈腾冲和顺店,保山好评第212
http://hotel.qunar.com/city/diqing/dt-3603/#from=BSEO-N,该店客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,¥34起,40条点评,4.9/5分,Q居香格里拉普达客栈,迪庆好评第61
http://hotel.qunar.com/city/xiangxi/dt-6284/#from=BSEO-N,凤凰只为遇见你临江客栈位于古老热闹的沱江河风桥旁。毗邻清吧一条街，地理位置优越，闹中取静，出门即是美丽的沱江河，临近大型停车场，与万名...,¥22起,75条点评,4.6/5分,Q居凤凰只为遇见你临江客栈,湘西好评第182
http://hotel.qunar.com/city/lasa/dt-4003/#from=BSEO-N,有梦为马，随处可栖。拉萨云措青年旅舍是一家以青年驴友为聚集地精品客栈，大厅有220平米的绿化草坪，提供免费LED大屏电影，和台球桌娱乐...,¥11起,181条点评,4.8/5分,Q居拉萨云措青年旅舍,拉萨好评第147
http://hotel.qunar.com/city/guilin/dt-2142/#from=BSEO-N,阳朔兴坪老地方青年旅舍是桂林老地方的姊妹店，一如既往按照老地方的标准在兴坪提供最优质的青年旅舍服务，始终关注的问题是：人为什么要来到这...,¥23起,647条点评,4.3/5分,Q居阳朔兴坪老地方国际青年旅舍,桂林好评第1089
http://hotel.qunar.com/city/guilin/dt-5007/#from=BSEO-N,桂林阳朔波尔卡青年公社（西街店）坐落于桂林市阳朔县碧莲巷，地处风景奇特的碧莲峰脚下，依山傍水，美丽如画。紧邻阳朔公园，小店四周被各种绿...,¥24起,122条点评,4.6/5分,Q居阳朔波尔卡青年公社,桂林好评第301
http://hotel.qunar.com/city/guilin/dt-9315/#from=BSEO-N,记忆青年旅舍的大厅是木质结构的小屋，二楼咖啡厅有电影院，台球桌，舒适干净的房间。1.2米的上下床，都有独立卫浴。旅舍在桂林市中心解放东...,¥25起,280条点评,4.5/5分,Q居桂林记忆青年旅舍,桂林好评第686
http://hotel.qunar.com/city/zhoushan/dt-4380/#from=BSEO-N,该店设施齐全，环境温馨，服务热忱，位置优越，交通便捷，适合商务出差，旅行入住。,¥128起,164条点评,4.9/5分,Q居舟山朱家尖宇鑫客栈,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-5405/#from=BSEO-N,客栈位于朱家尖泗苏村，观音大桥（朱家尖大桥）东端，普陀山机场和蜈蚣峙码头附近，是前往普陀山和朱家尖各景区（南沙、东沙、情人岛、大青山、...,¥130起,336条点评,4.9/5分,Q居舟山朱家尖家缘客栈,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-2237/#from=BSEO-N,鑫海渔家客栈坐落于依山傍海的朱家尖乌石塘风景区，看乌塘海景，听细细潮音。客栈交通极为便捷，距普陀山码头仅15分钟车程，8分钟快艇即可到...,¥134起,20条点评,4.4/5分,Q居舟山朱家尖鑫海宾馆,舟山好评第813
http://hotel.qunar.com/city/zhoushan/dt-6030/#from=BSEO-N,性价比高，住宿环境、通风采光较好。,¥143起,89条点评,4.9/5分,Q居舟山有家客栈,舟山好评第160
http://hotel.qunar.com/city/beihai/dt-5092/#from=BSEO-N,毗邻高铁站，雄踞商业及休闲中心地带，俯瞰北海，地理位置得天独厚，交通便利，去各大景点均有公交直达。奔放且浪漫布局，近似自然优美的线条，...,¥13起,117条点评,4.9/5分,Q居北海海有鱼国际青年旅舍,北海好评第79
http://hotel.qunar.com/city/beihai/dt-3260/#from=BSEO-N,白糖青年旅舍位于与银滩只有一条马路之隔的大型欧式独栋别墅区内，其四周环绕着巨大的花园，仿佛一座童话般的城堡。院内木棉花三角梅炮仗花争相...,¥20起,434条点评,4.4/5分,Q居北海白糖别墅青年旅舍,北海好评第739
http://hotel.qunar.com/city/beihai/dt-5101/#from=BSEO-N,涠洲岛东南角五彩滩旁，距离海滩仅仅330步，以越野车为主题的装修风格。客栈设有床位房，海景大床房，海景三床家庭房，桌游娱乐大厅，休闲庭...,¥30起,95条点评,4.9/5分,Q居北海涠洲岛越野e栈住宿,北海好评第79
http://hotel.qunar.com/city/beihai/dt-5234/#from=BSEO-N,旅舍位于万达广场旁，距公交站步行五分钟，公交站名是广东路浙江路口。旅舍离银滩不远，骑行十分钟即可到达。旅舍位于碧海湾小区内的别墅区，环...,¥30起,30条点评,4.9/5分,Q居北海花儿与少年青年旅社,北海好评第79
http://hotel.qunar.com/city/beihai/dt-5315/#from=BSEO-N,位于火车站商圈，有直达公交可前往火车站、侨港、银滩、国际客运码头等旅游景点，旅舍四周为居民区，夜间安静不嘈杂。临近新大润发以及两个中型...,¥30起,87条点评,4.9/5分,Q居北海迷路青年旅舍,北海好评第79
http://hotel.qunar.com/city/beihai/dt-2837/#from=BSEO-N,北海涠洲岛怡海楼主题客栈坐落于美丽的火山岛景区西海岸.在酒店就可以看日出，酒店内设22间客房，房间均配有彩电，电吹风、电热水壶、冷暖气...,¥31起,185条点评,4.6/5分,Q居北海涠洲岛怡海楼主题客栈,北海好评第355
http://hotel.qunar.com/city/beihai/dt-3582/#from=BSEO-N,客栈位于北海涠洲岛湾仔村看日出绝佳的五彩滩景区旁，客栈提供多种房型，多数房间内可看到海景。从客栈步行至海滩仅需3分钟左右，是涠洲岛观看...,¥40起,545条点评,4.5/5分,Q居登巴国际连锁客栈涠洲岛店,北海好评第482
http://hotel.qunar.com/city/beihai/dt-4843/#from=BSEO-N,北海登巴连锁银滩主题别院，位于北海海城区银滩海泰别墅区M区12栋B，离国际码头一公里左右（10分钟路程）。从火车站坐21路车到银滩五号...,¥41起,140条点评,4.8/5分,Q居登巴国际连锁客栈北海银滩店,北海好评第188
http://hotel.qunar.com/city/beihai/dt-4536/#from=BSEO-N,后海时光客栈修于2016年，漂亮的女孩为了追寻他的大海情结在海边开了这间客栈，不知道为什么会有大海情结，可他就是以他独有的神韵吸引着我...,¥45起,120条点评,4.8/5分,Q居北海涠洲岛后海时光客栈,北海好评第188
http://hotel.qunar.com/city/zhangjiajie/dt-3919/#from=BSEO-N,憩息青年客栈地处湖南省张家界市永定区南庄坪大桥路，距火车站、汽车站约5分钟车程，距离荷花机场约10分钟车程，附近有公交车站点，交通快捷...,¥26起,86条点评,4.4/5分,Q居张家界憩息青年客栈,张家界好评第642
http://hotel.qunar.com/city/zhangjiajie/dt-4838/#from=BSEO-N,张家界心德乐客栈位于湖南省张家界市；永定区火车站汽车站商业圈地处国家5A级风景区；张家界森林公园距天门山步行约十分钟距张家界荷花机场约...,¥26起,196条点评,4.5/5分,Q居张家界心德乐客栈,张家界好评第461
http://hotel.qunar.com/city/zhangjiajie/dt-5527/#from=BSEO-N,张家界土匪窝青年旅社，给不孤独的旅行者一个正真的栖息地。一个人久了，会爱上孤独，不管你们走到哪里，山山在张家界希望给大家建造一个属于大...,¥26起,65条点评,4.9/5分,Q居张家界土匪窝青年旅舍,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-5198/#from=BSEO-N,张家界高中同学青年客栈，是一家以家与学校文化结合为主题的青年客栈，让出门在外的您可以放松身心的感觉到年少轻狂时的不羁与家的温暖！客栈位...,¥30起,85条点评,4.8/5分,Q居张家界高中同学青年客栈,张家界好评第230
http://hotel.qunar.com/city/zhangjiajie/dt-5227/#from=BSEO-N,清溪缘公馆这个名字的含义，其实书面意思，但是我要说的是清溪缘的故事，也希望每一位来清溪缘公馆的客人能感受到我和这清溪缘公馆的故事。记得...,¥32起,331条点评,4.9/5分,Q居张家界清溪缘公馆天门山火车站店,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-3936/#from=BSEO-N,发条房子青年旅舍是一栋Loft风格的九十年代大别墅，也是一间咖啡馆、书店、户外俱乐部，距离张家界火车站、汽车站、天门山景区仅10分钟车...,¥34起,316条点评,4.8/5分,Q居张家界发条房子青年旅舍,张家界好评第230
http://hotel.qunar.com/city/zhangjiajie/dt-5625/#from=BSEO-N,重要信息重要信息：政府已关闭山上所有旅馆，提前做好旅行计划避免行程受到耽误！再次重申森林公园门票为一票制，除了自费的索道，缆车，电梯，...,¥36起,80条点评,4.9/5分,Q居张家界花房姑娘国际青年旅舍,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-2396/#from=BSEO-N,张家界八戒青年旅舍四位很年轻的主人，爱好户外和旅游，虽然各自有着各自不同的职业：一位户外运动教练，一位健身教练，一位网店老板，再加一位...,¥40起,2413条点评,4.5/5分,Q居张家界八戒青年旅舍市区大庸府城店,张家界好评第461
http://hotel.qunar.com/city/zhangjiajie/dt-2823/#from=BSEO-N,武陵源中天国际青年旅舍东临宝峰湖，南接武陵源风景区，西为黄龙洞，自然景色十分优美，是被风景环绕的路上之家。青年旅舍周围树木苍郁，竹影扶...,¥40起,118条点评,4.3/5分,Q居武陵源中天国际青年旅舍,张家界好评第714
http://hotel.qunar.com/city/baoshan/dt-3057/#from=BSEO-N,这里为你提供温馨舒适的居住环境，每个房间有独立宽敞卫生间，内设小型书吧、休闲吧，wifi、搭帐篷、自助烧烤，需要结伴同行的小伙伴首选！,¥27起,588条点评,4.8/5分,Q居腾冲和顺路上青年旅舍,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-3700/#from=BSEO-N,腾冲紫罗兰精品别墅酒店坐落于腾冲市热海路凤麓湖畔小区A-41号，背依来凤山国家森林公园，紧邻旅游汽车客运站，离驼峰机场12公里， 离热...,¥87起,50条点评,4.4/5分,Q居腾冲紫罗兰精品别墅酒店,保山好评第302
http://hotel.qunar.com/city/baoshan/dt-2971/#from=BSEO-N,和顺郡王古府客栈座落于和顺古镇李家巷中段，毗邻寸氏宗祠，环境优美地理位置优越，交通便利。客栈由一号院、二号院组成，前院（一号院）古香古...,¥102起,27条点评,4.8/5分,Q居和顺郡王古府客栈,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-3323/#from=BSEO-N,客栈位于腾冲和顺古镇，周边山林环绕，田园风光，天然氧吧，客栈设施完善，免费wifi，24小时热水。民族风格庭院，为您提供一个舒心，舒适...,¥122起,401条点评,4.8/5分,Q居腾冲和顺海涛家客栈,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-3068/#from=BSEO-N,沉淀200多年的老院子，这是一代翡翠王张宝廷所留下的历史见证。位于保山腾冲和顺古镇内，一兆壁，一庭院。日式风混在了中国庭院风内。十分钟...,¥148起,303条点评,4.9/5分,Q居腾冲和顺云来客栈,保山好评第34
http://hotel.qunar.com/city/baoshan/dt-3286/#from=BSEO-N,腾冲和顺紫瑞居客栈位于和顺古镇财神殿旁边，四周环境静谧，交通便捷，方便到达各个景点。客栈外观保留了古镇唯美古朴的建筑风格，室内却更加注...,¥156起,51条点评,4.6/5分,Q居腾冲和顺紫瑞居客栈,保山好评第159
http://hotel.qunar.com/city/baoshan/dt-2830/#from=BSEO-N,醉 这是一个容易让人沉醉的地方。 人们总是清醒着来，带着疲惫、好奇或者伤心，却旋即跌进和顺独有的温煦里，不愿自拔。 湿润的晚风里，也许...,¥157起,522条点评,4.8/5分,Q居腾冲醉忆时光客栈,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-2834/#from=BSEO-N,“蒲密”泛指文化发达，教化盛行的地方！客栈座落在和顺古镇张家坡《我的团长我的团》主拍摄地。与柏联SPA温泉酒店，张氏宗祠及千手观音古树...,¥174起,421条点评,4.8/5分,Q居和顺蒲密荷畔全景客栈,保山好评第93
http://hotel.qunar.com/city/diqing/dt-3950/#from=BSEO-N,位于香格里拉梅里雪山景区雨崩村。前身是“冰湖之家国际青年旅舍”，完成“藏区八大神山”转山的原8264领队披头2014来梅里雪山内外连转...,¥36起,47条点评,4.4/5分,Q居迪庆间隔时光客栈,迪庆好评第358
http://hotel.qunar.com/city/diqing/dt-3448/#from=BSEO-N,客栈交通便利，地理位置优越。虽然古城已经烧毁，但很幸运的乐天居还完好无损，夜里二楼大床间坐在床上从窗口就可以看到幸存的大转经筒，逢初一...,¥37起,285条点评,4.1/5分,Q居香格里拉乐天居青年旅舍,迪庆好评第425
http://hotel.qunar.com/city/diqing/dt-4077/#from=BSEO-N,酒店性价比高，住宿环境、通风采光较好。客栈主要为满足经济出行的朋友们入住。既有供情侣入住的大床房，也有供差旅出行的标间，还有供家庭出行...,¥37起,108条点评,4.9/5分,Q居香格里拉香榭丽舍精品青年客栈,迪庆好评第61
http://hotel.qunar.com/city/diqing/dt-4109/#from=BSEO-N,香格里拉市阿布老屋月影客栈坐落于香格里拉独克宗古城北门停车场门口，出入古城相当的方便，院落有独特的藏汉文化融合气息，热情的服务，豪华的...,¥38起,25条点评,4.9/5分,Q居迪庆香格里拉阿布老屋月影客栈,迪庆好评第61
http://hotel.qunar.com/city/diqing/dt-4068/#from=BSEO-N,雨静客栈位于独克宗古城，步行至古城四方街5分钟左右，客栈门前交通便捷，距离滇藏线路口（G214）只需3公里，拥有私家停车场，而且是全古...,¥39起,109条点评,4.8/5分,Q居香格里拉雨静别苑,迪庆好评第118
http://hotel.qunar.com/city/diqing/dt-4148/#from=BSEO-N,客房整洁，宽敞明亮，环境卫生，性价比较高。,¥48起,113条点评,5.0/5分,Q居香格里拉深巷子青年公馆,迪庆好评第1
http://hotel.qunar.com/city/diqing/dt-4041/#from=BSEO-N,香格里拉蓝田国际青年旅舍，在古城失火2年之后，重新建设开业，欢迎新老朋友入住。全新的房间，全新的设施，一定会给您更好的入住体验。旅舍坐...,¥58起,264条点评,4.9/5分,Q居迪庆香格里拉蓝田国际青年旅舍,迪庆好评第61
http://hotel.qunar.com/city/diqing/dt-3958/#from=BSEO-N,香格里拉吉美多吉客栈位于古城附近，客栈纯藏式装修风格让您体验不一样的藏族民俗民风，老板一家是本地土生土长的藏族，可以为您香格里拉之旅“...,¥65起,284条点评,4.8/5分,Q居香格里拉吉美多吉客栈,迪庆好评第118
http://hotel.qunar.com/city/xiangxi/dt-5333/#from=BSEO-N,凤凰登巴是一家青年旅舍性质的连锁客栈，它慵懒地卷缩在凤凰古城核心景点虹桥旁，距离适合发呆的沱江边四十米，步行约两分钟即到鼓舞生平的酒吧...,¥33起,743条点评,4.5/5分,Q居登巴国际连锁客栈凤凰店,湘西好评第371
http://hotel.qunar.com/city/xiangxi/dt-5942/#from=BSEO-N,凤凰下一站青年旅舍——位于凤凰古城著名的地标性建筑——南华门，闹中取静，离古城南华门步行约一分钟，紧挨着凤凰风景拍摄地点南华桥、国画大...,¥33起,448条点评,4.9/5分,Q居凤凰下一站青年旅舍,湘西好评第31
http://hotel.qunar.com/city/xiangxi/dt-6048/#from=BSEO-N,凤凰恒莎客栈，位于沱江上游金水桥附近，从南华门下车，步行距离约三分钟，从这可以顺流而下游览整个古城，河对岸就是凤凰最热闹的酒吧街，夜晚...,¥35起,130条点评,4.8/5分,Q居凤凰恒莎青年旅舍,湘西好评第97
http://hotel.qunar.com/city/xiangxi/dt-5826/#from=BSEO-N,和风小筑客栈是一家日式主题青旅，靠近虹桥，位于凤凰古城景区东门城楼附近，由客栈均可步行至沈从文故居、沱江、虹桥、跳岩、酒吧街等。步行约...,¥45起,417条点评,4.8/5分,Q居凤凰和风小筑青年客栈,湘西好评第97
http://hotel.qunar.com/city/xiangxi/dt-6042/#from=BSEO-N,WS太空舱青年旅舍位于凤凰古城核心景区王家弄，周边有南华门、熊希龄故居、沈从文文化广场、沱江跳岩等景点，游玩非常方便。 太空舱作为一家...,¥47起,168条点评,4.9/5分,Q居凤凰WS太空舱青年旅舍,湘西好评第31
http://hotel.qunar.com/city/xiangxi/dt-4359/#from=BSEO-N,客栈座落于南门坨，地理位置优越，交通十分便利；沈从文故居、凤凰广场，步行3分钟即到，沱江河、跳跳岩、古城9景等地，均步行可达，设有普通...,¥48起,50条点评,4.6/5分,Q居亲的客栈凤凰阳光店,湘西好评第182
http://hotel.qunar.com/city/xiangxi/dt-4625/#from=BSEO-N,朝阳客栈旅馆坐落于美丽的凤凰古城沱江风光带中游，地处凤凰古城文星街41号。客栈位于从文广场和中华民国内阁总理熊希龄故居附近，从凤凰汽车...,¥51起,8条点评,4.4/5分,Q居凤凰朝阳客栈,湘西好评第459
http://hotel.qunar.com/city/xiangxi/dt-4264/#from=BSEO-N,凤凰好来屋客栈位于湘西凤凰古城沱江河畔，临近风雨桥。出了大院门就可将古城美景尽收眼底，客栈周边风光十分怡人。本客栈地理位置极佳，距离江...,¥56起,45条点评,4.0/5分,Q居凤凰好来屋客栈,湘西好评第692
http://hotel.qunar.com/city/lasa/dt-3642/#from=BSEO-N,青旅位于拉萨市城关区慈松塘中路宏盛二期，整个小区属于藏式高档别墅小区，周围有西藏三大格鲁派寺庙之一的色拉寺、西藏的财神庙——扎基寺，以...,¥12起,124条点评,4.9/5分,Q居拉萨栖藏青旅汐菡分店,拉萨好评第63
http://hotel.qunar.com/city/lasa/dt-4175/#from=BSEO-N,青年旅舍位于拉萨市娘热北路，临近色拉寺（步行约3分钟），离布达拉宫约3.5公里，周边有：色拉寺，色拉乌兹山，扎基寺，娘热民俗风情园。风...,¥14起,150条点评,4.6/5分,Q居拉萨藏途青年旅舍,拉萨好评第259
http://hotel.qunar.com/city/lasa/dt-4019/#from=BSEO-N,环境优美，交通便利，设施齐全，简约，安全，舒适。标间15个 ，大床10个    四人间3个  三人间10个，共38个房间。,¥17起,71条点评,4.9/5分,Q居拉萨唐雪恭古花园客栈,拉萨好评第63
http://hotel.qunar.com/city/lasa/dt-4192/#from=BSEO-N,寻梦客栈，小贝曾经也是一个人独自来到拉萨，在这里我拥有了自己的小窝，爱人和孩子，还有来自五湖四海的朋友，是一个大家庭。正如其名，小贝在...,¥17起,272条点评,4.8/5分,Q居拉萨寻梦客栈,拉萨好评第147
http://hotel.qunar.com/city/lasa/dt-3906/#from=BSEO-N,该店客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,¥18起,82条点评,4.9/5分,Q居拉萨缘木客栈,拉萨好评第63
http://hotel.qunar.com/city/lasa/dt-4611/#from=BSEO-N,拉萨莫里小驻客栈位于城关区团结新村于2015年底装修，2016年开业。莫里小驻在藏语里的意思为佛祖脚印旁住息地，店里装修以藏式风格为主...,¥23起,144条点评,4.6/5分,Q居拉萨莫里小驻客栈,拉萨好评第259
http://hotel.qunar.com/city/lasa/dt-4613/#from=BSEO-N,拉萨冰河时代户外探险青年旅舍位于市中心江苏东路25号（原来是橡皮山客栈），距古城八廓街、大昭寺区域1.5公里，布达拉宫3公里。 交通方...,¥23起,588条点评,4.6/5分,Q居拉萨冰河时代旅行青年旅舍,拉萨好评第259
http://hotel.qunar.com/city/lasa/dt-4697/#from=BSEO-N,它不像一般的酒店，客栈给人一种温馨的感觉，老板对待这个客栈就像自己的孩子，你处处能感到他们的用心。一大桌来自天南海北的互不相识的陌生人...,¥23起,66条点评,4.8/5分,Q居拉萨欢喜庭院精品客栈,拉萨好评第147
http://hotel.qunar.com/city/lasa/dt-3525/#from=BSEO-N,两层楼小院，位于拉萨城东，距离布宫起步价车程。环境干净且安静。淋浴和睡眠设施能满足大部分客人的需求。床位若干，标间8间，大床房2间。可...,¥24起,105条点评,4.8/5分,Q居拉萨琳客栈,拉萨好评第147
http://hotel.qunar.com/city/guilin/dt-2759/#from=BSEO-N,"之初，也是行者，南疆北域，雪山险峰，海岸沙滩，从国内到东南亚再到欧洲，北美诸国，从背包到骑行再到四驱自驾,数年在路上之后，有了这家客栈...",¥26起,351条点评,4.5/5分,Q居桂林有间客栈,桂林好评第501
http://hotel.qunar.com/city/guilin/dt-8177/#from=BSEO-N,觉知十号客栈位于桂林市栖霞桥东，居市中心，七星岩漓江，两江四湖旁，交通便利，出门便是七星公园北门，附近是桂林理工大学屏风校区，所有房间...,¥26起,658条点评,4.1/5分,Q居桂林觉知十号客栈,桂林好评第1284
http://hotel.qunar.com/city/guilin/dt-9343/#from=BSEO-N,坐落在美丽的阳朔县城，山水环绕，客栈距离马路边50米左右，因此住宿环境也非常地安静，同时交通也非常方便，前往镇中心购物或是体验西街夜生...,¥26起,89条点评,4.6/5分,Q居阳朔懒人空间主题客栈,桂林好评第301
http://hotel.qunar.com/city/guilin/dt-2080/#from=BSEO-N,桂林瓦将江景客栈（桂林火车站店）与桂林著名的象鼻山公园隔江相望，是桂林市中心的江畔旅舍，地理位置也十分的优越，位于市中心，距离汽车总站...,¥27起,910条点评,4.1/5分,Q居桂林瓦将江景客栈火车站店,桂林好评第1284
http://hotel.qunar.com/city/guilin/dt-4621/#from=BSEO-N,伴江楼整栋楼都有无线网络覆盖，24小时热水，活动室，电影房，大厅提供桌上足球，各种桌游牌等等，楼顶提供无敌阳朔美景，欢迎大家的光临。阳...,¥27起,500条点评,4.5/5分,Q居阳朔伴江楼国际青年旅舍,桂林好评第501
http://hotel.qunar.com/city/guilin/dt-8272/#from=BSEO-N,客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,¥27起,42条点评,4.3/5分,Q居桂林觉知青年旅舍,桂林好评第1089
http://hotel.qunar.com/city/guilin/dt-4627/#from=BSEO-N,阳朔葡萄人家精品酒店是一家以田园风格为主的酒店，酒店坐落于风景秀丽的阳朔县城内，地理位置优越，空气清新，环境舒适，交通便利，步行至西街...,¥29起,53条点评,4.3/5分,Q居阳朔葡萄人家精品酒店,桂林好评第1089
