hotel_url,hotel_intr,hotel_price,hotel_comment,hotel_score,hotel_name,hotel_rank
http://hotel.qunar.com/city/beihai/dt-4843/#from=BSEO-N,北海登巴连锁银滩主题别院，位于北海海城区银滩海泰别墅区M区12栋B，离国际码头一公里左右（10分钟路程）。从火车站坐21路车到银滩五号...,¥41起,140条点评,4.8/5分,Q居登巴国际连锁客栈北海银滩店,北海好评第188
http://hotel.qunar.com/city/beihai/dt-4536/#from=BSEO-N,后海时光客栈修于2016年，漂亮的女孩为了追寻他的大海情结在海边开了这间客栈，不知道为什么会有大海情结，可他就是以他独有的神韵吸引着我...,¥45起,120条点评,4.8/5分,Q居北海涠洲岛后海时光客栈,北海好评第188
http://hotel.qunar.com/city/beihai/dt-4410/#from=BSEO-N,北海壹家别墅度假酒店距AAAA级旅游景点海洋之窗1000米，周围有17路公交车、可直达北部湾广场、火车站、银滩。102可直达园博园、银...,¥59起,59条点评,4.9/5分,Q居北海壹家别墅度假酒店,北海好评第79
http://hotel.qunar.com/city/zhangjiajie/dt-3919/#from=BSEO-N,憩息青年客栈地处湖南省张家界市永定区南庄坪大桥路，距火车站、汽车站约5分钟车程，距离荷花机场约10分钟车程，附近有公交车站点，交通快捷...,¥26起,86条点评,4.4/5分,Q居张家界憩息青年客栈,张家界好评第642
http://hotel.qunar.com/city/zhangjiajie/dt-4838/#from=BSEO-N,张家界心德乐客栈位于湖南省张家界市；永定区火车站汽车站商业圈地处国家5A级风景区；张家界森林公园距天门山步行约十分钟距张家界荷花机场约...,¥26起,196条点评,4.5/5分,Q居张家界心德乐客栈,张家界好评第461
http://hotel.qunar.com/city/zhangjiajie/dt-5527/#from=BSEO-N,张家界土匪窝青年旅社，给不孤独的旅行者一个正真的栖息地。一个人久了，会爱上孤独，不管你们走到哪里，山山在张家界希望给大家建造一个属于大...,¥26起,65条点评,4.9/5分,Q居张家界土匪窝青年旅舍,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-5198/#from=BSEO-N,张家界高中同学青年客栈，是一家以家与学校文化结合为主题的青年客栈，让出门在外的您可以放松身心的感觉到年少轻狂时的不羁与家的温暖！客栈位...,¥30起,85条点评,4.8/5分,Q居张家界高中同学青年客栈,张家界好评第230
http://hotel.qunar.com/city/zhangjiajie/dt-5227/#from=BSEO-N,清溪缘公馆这个名字的含义，其实书面意思，但是我要说的是清溪缘的故事，也希望每一位来清溪缘公馆的客人能感受到我和这清溪缘公馆的故事。记得...,¥32起,331条点评,4.9/5分,Q居张家界清溪缘公馆天门山火车站店,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-3936/#from=BSEO-N,发条房子青年旅舍是一栋Loft风格的九十年代大别墅，也是一间咖啡馆、书店、户外俱乐部，距离张家界火车站、汽车站、天门山景区仅10分钟车...,¥34起,316条点评,4.8/5分,Q居张家界发条房子青年旅舍,张家界好评第230
http://hotel.qunar.com/city/zhangjiajie/dt-5625/#from=BSEO-N,重要信息重要信息：政府已关闭山上所有旅馆，提前做好旅行计划避免行程受到耽误！再次重申森林公园门票为一票制，除了自费的索道，缆车，电梯，...,¥36起,80条点评,4.9/5分,Q居张家界花房姑娘国际青年旅舍,张家界好评第83
http://hotel.qunar.com/city/beihai/dt-3278/#from=BSEO-N,北海涠洲岛初见客栈位于广西北海涠洲岛滴水村，毗邻西角码头、滴水丹屏、火山口公园、南湾街，离海边约300米，是观看日落的理想地点。客栈房...,¥65起,354条点评,4.5/5分,Q居北海涠洲岛初见客栈,北海好评第482
http://hotel.qunar.com/city/beihai/dt-3424/#from=BSEO-N,房间采用良好的采光设计，可以让您大视角欣赏岛上风景，空气对流通畅，可以尽情呼吸海上吹来的阵阵海风。旅客朋友可以根据自己的喜好进行选择，...,¥73起,51条点评,4.6/5分,Q居北海市很多人的客栈涠洲岛泊湾店,北海好评第355
http://hotel.qunar.com/city/beihai/dt-3576/#from=BSEO-N,北海银滩喜洋洋别墅度假村海洋店，位於国家4A级旅游区北海银滩边，地理位置优越。,¥86起,63条点评,4.6/5分,Q居北海喜洋洋度假村海洋店,北海好评第355
http://hotel.qunar.com/city/beihai/dt-3587/#from=BSEO-N,北海涠洲岛祥和渔家客栈， 位于涠洲岛涠洲镇石螺口景区，离镇中心码头不到一公里，近主标志广场200米、火山口公园和滴水丹屏等景区一公里，...,¥89起,134条点评,4.6/5分,Q居北海涠洲岛祥和渔家客栈,北海好评第355
http://hotel.qunar.com/city/beihai/dt-2797/#from=BSEO-N,海缘度假渔庄位于涠洲岛的东面，靠海，环岛公路直到，酒店室内设施齐全，有太阳能热水器，空调，彩电，独立卫生间，无线上网，这里有自动麻将，...,¥94起,189条点评,4.6/5分,Q居北海涠洲岛海缘度假渔庄,北海好评第355
http://hotel.qunar.com/city/beihai/dt-3716/#from=BSEO-N,北海居之家别墅宾馆装潢温馨、设施配备较全，闹中取静，环境舒适，交通出行方便快捷。,¥95起,25条点评,4.5/5分,Q居北海居之家别墅宾馆,北海好评第610
http://hotel.qunar.com/city/beihai/dt-4915/#from=BSEO-N,全新装修，房间宽敞舒适，银滩边出去游泳很方便，欢迎各位朋友光临。,¥95起,67条点评,4.8/5分,Q居北海银滩尊客驿栈,北海好评第188
http://hotel.qunar.com/city/beihai/dt-4436/#from=BSEO-N,酒店是今年6月份刚刚开张.可以开商务车包接，步行2分钟既可到达海边是岛上唯一一家自带露天K歌的酒店.可海鲜加工，位于百年天主交通.鸟类...,¥97起,35条点评,4.5/5分,Q居北海涠洲岛观海听涛度假村,北海好评第610
http://hotel.qunar.com/city/qinhuangdao/dt-3512/#from=BSEO-N,旅馆位于北戴河刘庄旅馆区中心，向南步行5分钟既是海水浴场，向东500米即是全国唯一的奥运主题公园——奥林匹克公园。 出门即有刘庄黑石路...,¥1起,10条点评,4.8/5分,Q居北戴河悦林宾馆,秦皇岛好评第383
http://hotel.qunar.com/city/zhoushan/dt-6259/#from=BSEO-N,舟山我家小筑客栈坐落于美丽的舟山朱家尖镇上，是几个兴趣相投的年轻人共同创业的结晶。 客栈交通便利，位于朱家尖泗苏村，客栈旁边便是泗苏村...,¥43起,125条点评,4.8/5分,Q居舟山朱家尖我家小筑客栈,舟山好评第321
http://hotel.qunar.com/city/guilin/dt-8596/#from=BSEO-N,阳朔吉百合客栈位于中心城区西侧、荆凤路东，紧邻西街、十里画廊，交通方便。该客栈充满情调与温馨的氛围，简约中充满地方特色的情调。客栈交通...,¥16起,168条点评,4.5/5分,Q居阳朔吉百合客栈,桂林好评第501
http://hotel.qunar.com/city/baoshan/dt-3241/#from=BSEO-N,登巴客栈和顺店位于和顺古镇内野鸭湖畔，近大水车，临元龙阁，周围环境清静，客栈温馨舒适，期待您的光临。 温馨提示： 1，腾冲县城内乘6路...,¥24起,458条点评,4.5/5分,Q居登巴国际连锁客栈腾冲和顺店,保山好评第212
http://hotel.qunar.com/city/zhangjiajie/dt-2396/#from=BSEO-N,张家界八戒青年旅舍四位很年轻的主人，爱好户外和旅游，虽然各自有着各自不同的职业：一位户外运动教练，一位健身教练，一位网店老板，再加一位...,¥40起,2413条点评,4.5/5分,Q居张家界八戒青年旅舍市区大庸府城店,张家界好评第461
http://hotel.qunar.com/city/zhangjiajie/dt-2823/#from=BSEO-N,武陵源中天国际青年旅舍东临宝峰湖，南接武陵源风景区，西为黄龙洞，自然景色十分优美，是被风景环绕的路上之家。青年旅舍周围树木苍郁，竹影扶...,¥40起,118条点评,4.3/5分,Q居武陵源中天国际青年旅舍,张家界好评第714
http://hotel.qunar.com/city/zhangjiajie/dt-3937/#from=BSEO-N,客栈位置：位于张家界市武陵源区森林公园景区杨家界门票站：坐车路线张家火车站出站口的左边200米就是张家界市中心汽车站。不需要在窗口买票...,¥40起,71条点评,4.9/5分,Q居张家界郭家院子客栈,张家界好评第83
http://hotel.qunar.com/city/beihai/dt-4862/#from=BSEO-N,1、简明斯木民宿的设计风格以简约温馨的居家风为主 2、简明斯木民宿有自己的专车，来自远方的客人，可以提供火车站和机场、以及去涠洲岛客运...,¥97起,111条点评,4.6/5分,Q居北海简明斯木民宿,北海好评第355
http://hotel.qunar.com/city/beihai/dt-2781/#from=BSEO-N,CCTV4远方的家—沿海行。推荐别墅。北海海天别墅宾馆坐落于风景怡人的国家AAAA级景点北海银滩海泰别墅区内，绿树环绕，采用欧洲别墅风...,¥99起,160条点评,4.4/5分,Q居北海海天别墅宾馆,北海好评第739
http://hotel.qunar.com/city/qinhuangdao/dt-3346/#from=BSEO-N,果果民宿位于北戴河刘庄中心与海比邻，步行几分钟就能到达开放浴场。设备齐全，均配有独立卫生间，24小时热水淋浴。备有彩电、空调、高速无线...,¥26起,453条点评,4.8/5分,Q居秦皇岛北戴河刘庄果果民宿,秦皇岛好评第383
http://hotel.qunar.com/city/qinhuangdao/dt-10509/#from=BSEO-N,从明天起，做一个幸福的人 喂马，劈柴，周游世界 从明天起，关心粮食和蔬菜 有一所房子，面朝大海，春暖花开 从明天起，和每一个亲人通信 ...,¥30起,92条点评,4.8/5分,Q居秦皇岛北戴河戴河海客栈,秦皇岛好评第383
http://hotel.qunar.com/city/qinhuangdao/dt-7723/#from=BSEO-N,北戴河天艾民宿宾馆位于北戴河区古城村，集发观光园南200米，东与闻名遐迩的南戴河一桥之隔，西距南戴河国际娱乐中心滑沙、滑草场仅8公里，...,¥32起,20条点评,4.9/5分,Q居秦皇岛天艾民宿,秦皇岛好评第165
http://hotel.qunar.com/city/qinhuangdao/dt-6321/#from=BSEO-N,迎友宾馆位于北戴河附近，宾馆前面横跨一条街就是大海，空气清新，环竟优雅。玩海水、吃海鲜；海上观光、潜海摸鱼、深海垂钓；海水浴、日光浴等...,¥36起,197条点评,4.5/5分,Q居北戴河迎友宾馆,秦皇岛好评第752
http://hotel.qunar.com/city/qinhuangdao/dt-9083/#from=BSEO-N,房间干净整洁，温馨，设施齐全，住宿环境舒适。,¥36起,9条点评,4.9/5分,Q居秦皇岛北戴河海缘之家旅馆,秦皇岛好评第165
http://hotel.qunar.com/city/qinhuangdao/dt-4870/#from=BSEO-N,焦宝成宾馆位于北戴河联峰路刘庄公交站点旁边，宾馆共五层楼，四层五层楼可以观海，南面观东海浴场，北面观鸽子窝海域。宾馆位于北戴河旅游区的...,¥41起,114条点评,4.9/5分,Q居北戴河焦宝成宾馆,秦皇岛好评第165
http://hotel.qunar.com/city/qinhuangdao/dt-7419/#from=BSEO-N,北戴河福生旅馆位于美丽的北戴河海滨北岭新区，临近著名的石塘路市场，海滨汽车站西行约500米即到，附近景点有联峰山公园，老虎石公园，怪楼...,¥42起,82条点评,4.8/5分,Q居秦皇岛北戴河福生旅馆,秦皇岛好评第383
http://hotel.qunar.com/city/zhoushan/dt-4831/#from=BSEO-N,山水人家客栈地处普陀山中心金融街，位于著名景点西山景区脚下，毗邻第一大寺普济寺，右靠客运码头，门口有公交车站，可直达普济寺、南海观音、...,¥50起,473条点评,4.6/5分,Q居舟山普陀山山水人家客栈,舟山好评第488
http://hotel.qunar.com/city/zhoushan/dt-6569/#from=BSEO-N,小梦位于朱家尖泗苏村，距普陀山码头走路十余分钟，到机场滴滴起步价，去东极岛半升洞20余分钟公家车车程，距离客运中心也只短短数站地，想来...,¥50起,79条点评,4.9/5分,Q居舟山梦想国际青年旅舍,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-6543/#from=BSEO-N,舟山居舢民宿地处沈家门老城区核心区域，便于游客体验老城风味，更因其坐落于陈家塘半坡之上，故而没有车马喧嚣，自然清幽，于闹市中独取一份宁...,¥75起,47条点评,4.8/5分,Q居舟山居舢民宿,舟山好评第321
http://hotel.qunar.com/city/zhoushan/dt-6898/#from=BSEO-N,码头下船，沿着海一直向西走，途径小林海鲜面，继续步行5分钟即可到达，是2017年刚刚建好，新装修，有海景，家庭房，榻榻米，多人间，让入...,¥95起,61条点评,4.9/5分,Q居舟山东极卧槽青年旅舍,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-4485/#from=BSEO-N,十二间者，小楼也，滨于南海浴场，隐于别墅堂弄，小楼层四，有房间十二，故以之为名，其中楼主居室一，厨房一，客房十间，各竟纷呈，待君下榻，...,¥100起,201条点评,4.9/5分,Q居舟山朱家尖12间生活主题民宿,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-5368/#from=BSEO-N,客栈坐落于佛教圣地朱家尖海岛之上，距离乌石塘景区仅一步之遥，客栈环境干净安逸，后会无期，左耳等剧组曾经在此入住，“国民岳父”的选择，相...,¥114起,23条点评,4.5/5分,Q居舟山朱家尖海欣渔家客栈,舟山好评第613
http://hotel.qunar.com/city/zhoushan/dt-4380/#from=BSEO-N,该店设施齐全，环境温馨，服务热忱，位置优越，交通便捷，适合商务出差，旅行入住。,¥128起,164条点评,4.9/5分,Q居舟山朱家尖宇鑫客栈,舟山好评第160
http://hotel.qunar.com/city/zhoushan/dt-5405/#from=BSEO-N,客栈位于朱家尖泗苏村，观音大桥（朱家尖大桥）东端，普陀山机场和蜈蚣峙码头附近，是前往普陀山和朱家尖各景区（南沙、东沙、情人岛、大青山、...,¥130起,336条点评,4.9/5分,Q居舟山朱家尖家缘客栈,舟山好评第160
http://hotel.qunar.com/city/guilin/dt-9142/#from=BSEO-N,泊岸青旅步行到象鼻山和日月双塔两江四湖只需要1分钟时间，窗外俯瞰漓江，楼下两江四湖和滨江路，身后是日月双塔，距离桂林中心广场美食街、正...,¥16起,162条点评,4.6/5分,Q居桂林泊岸青年旅舍,桂林好评第301
http://hotel.qunar.com/city/guilin/dt-9714/#from=BSEO-N,客栈在山水甲天下的桂林，位于漓江边。离民航大厦路程仅15分钟，离桂林站（南站）公交车3个站、汽车站4个站、离桂林北站车程40分钟，是您...,¥16起,211条点评,4.5/5分,Q居登巴国际连锁客栈桂林店,桂林好评第501
http://hotel.qunar.com/city/guilin/dt-8912/#from=BSEO-N,阳朔橙子客栈西街店位于阳朔碧莲洞景区，客房整洁，宽敞明亮，每个房间都有山景大明窗，部分房间还有山景阳台。环境卫生，性价比较高。,¥17起,320条点评,4.5/5分,Q居阳朔橙子客栈西街店,桂林好评第686
http://hotel.qunar.com/city/guilin/dt-9287/#from=BSEO-N,阳朔背包者青年旅舍，位于风景秀丽的阳朔县城石马巷，离汽车站南站步行5分钟，去十里画廊和遇龙河、兴坪古镇、高铁站、阳朔西街、阳朔漓江方便...,¥18起,177条点评,4.8/5分,Q居阳朔背包者青年旅舍,桂林好评第140
http://hotel.qunar.com/city/guilin/dt-9297/#from=BSEO-N,旅社被主人定格在充满历史格调且风景怡人的美丽桂林，坐落于交通便捷的高铁北站边上，这里远离市井喧嚣。白天，大家趴在旅社的窗台上看北站铁轨...,¥19起,68条点评,4.6/5分,Q居桂林况且屋青年旅舍,桂林好评第301
http://hotel.qunar.com/city/guilin/dt-9156/#from=BSEO-N,旅舍依山傍水，采光好，风景好，闹中取静，雅致舒适，高楼层可以看到层层叠叠山景，亦可享受恬静，听鸟叫虫鸣，整体环境干净整洁，性价比高，位...,¥20起,158条点评,4.6/5分,Q居阳朔海知己国际青年旅舍,桂林好评第301
http://hotel.qunar.com/city/guilin/dt-3564/#from=BSEO-N,阳朔花满楼国际青年旅舍虽闹中取静，却交通便利。步行闻名世界的地球村西街只需10分钟，是中外驴友的聚集地。大厅设计简单温馨，房间整洁干净...,¥21起,538条点评,4.5/5分,Q居阳朔花满楼国际青年旅舍,桂林好评第686
http://hotel.qunar.com/city/baoshan/dt-3057/#from=BSEO-N,这里为你提供温馨舒适的居住环境，每个房间有独立宽敞卫生间，内设小型书吧、休闲吧，wifi、搭帐篷、自助烧烤，需要结伴同行的小伙伴首选！,¥27起,588条点评,4.8/5分,Q居腾冲和顺路上青年旅舍,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-3700/#from=BSEO-N,腾冲紫罗兰精品别墅酒店坐落于腾冲市热海路凤麓湖畔小区A-41号，背依来凤山国家森林公园，紧邻旅游汽车客运站，离驼峰机场12公里， 离热...,¥87起,50条点评,4.4/5分,Q居腾冲紫罗兰精品别墅酒店,保山好评第302
http://hotel.qunar.com/city/baoshan/dt-2971/#from=BSEO-N,和顺郡王古府客栈座落于和顺古镇李家巷中段，毗邻寸氏宗祠，环境优美地理位置优越，交通便利。客栈由一号院、二号院组成，前院（一号院）古香古...,¥102起,27条点评,4.8/5分,Q居和顺郡王古府客栈,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-3323/#from=BSEO-N,客栈位于腾冲和顺古镇，周边山林环绕，田园风光，天然氧吧，客栈设施完善，免费wifi，24小时热水。民族风格庭院，为您提供一个舒心，舒适...,¥122起,401条点评,4.8/5分,Q居腾冲和顺海涛家客栈,保山好评第93
http://hotel.qunar.com/city/baoshan/dt-3068/#from=BSEO-N,沉淀200多年的老院子，这是一代翡翠王张宝廷所留下的历史见证。位于保山腾冲和顺古镇内，一兆壁，一庭院。日式风混在了中国庭院风内。十分钟...,¥148起,303条点评,4.9/5分,Q居腾冲和顺云来客栈,保山好评第34
http://hotel.qunar.com/city/baoshan/dt-3286/#from=BSEO-N,腾冲和顺紫瑞居客栈位于和顺古镇财神殿旁边，四周环境静谧，交通便捷，方便到达各个景点。客栈外观保留了古镇唯美古朴的建筑风格，室内却更加注...,¥156起,51条点评,4.6/5分,Q居腾冲和顺紫瑞居客栈,保山好评第159
http://hotel.qunar.com/city/baoshan/dt-2830/#from=BSEO-N,醉 这是一个容易让人沉醉的地方。 人们总是清醒着来，带着疲惫、好奇或者伤心，却旋即跌进和顺独有的温煦里，不愿自拔。 湿润的晚风里，也许...,¥157起,522条点评,4.8/5分,Q居腾冲醉忆时光客栈,保山好评第93
http://hotel.qunar.com/city/zhangjiajie/dt-5164/#from=BSEO-N,张家界茅古斯部落客栈位于张家界国家森林公园的核心景区杨家界门票站入口100米处，左邻张家界森林公园，右倚天子山核心景区，周边风景优美，...,¥40起,45条点评,4.8/5分,Q居张家界土司客栈国家森林公园景区店,张家界好评第230
http://hotel.qunar.com/city/zhangjiajie/dt-4083/#from=BSEO-N,2014年开业 2016年装修19间房联系方式岁月很长，我们总期待一场想走就走的旅行。世界很大，我们自五湖四海怀揣各自的心情而来在这里...,¥41起,324条点评,4.8/5分,Q居张家界目的地人文客栈,张家界好评第230
http://hotel.qunar.com/city/zhangjiajie/dt-3564/#from=BSEO-N,张家界途牛青年旅社，距离核心景区约2-3分钟（步行），旅舍门口可乘公交车至玻璃桥大峡谷（车程约25分钟），搭乘1路公交车可以抵达世界溶...,¥43起,895条点评,4.6/5分,Q居张家界武陵源途青年旅舍,张家界好评第368
http://hotel.qunar.com/city/zhangjiajie/dt-5498/#from=BSEO-N,大氧吧青年旅舍位于张家界国家森林公园正门客栈聚集区，交通方便，环境安静舒适、冷暖空调、独立卫生间、无线宽带网络。旅舍内每一间客房都可以...,¥43起,100条点评,4.9/5分,Q居张家界大氧吧青年旅舍,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-5536/#from=BSEO-N,位于著名景点天门山索道公司对面，离汽车站火车站打车2分钟，走路十分钟，公交车3分钟，里机场打车8分钟公交车20分钟。出门过马路就可以坐...,¥45起,40条点评,4.9/5分,Q居张家界蜗牛驿栈天门山店,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-4897/#from=BSEO-N,客房干净、卫生，具有基础性设施，住宿环境舒适。周边环境优美，有山有水，适合休闲度假避暑，徒步，是自驾自助游理想选择。,¥48起,73条点评,4.5/5分,Q居张家界忆湘居·精品客栈,张家界好评第461
http://hotel.qunar.com/city/zhangjiajie/dt-4654/#from=BSEO-N,张家界丫丫人文客栈将是您远在张家界“家”！张家界丫丫人文客栈是在张家界核心景区（杨家界门票站外）修建的一家具有人情化，亲情化服务的实体...,¥49起,75条点评,4.9/5分,Q居张家界丫丫人文客栈,张家界好评第83
http://hotel.qunar.com/city/zhangjiajie/dt-4239/#from=BSEO-N,张家界八戒人文客栈四位很年轻的主人，爱好户外和旅游，虽然各自有着各自不同的职业：一位户外运动教练，一位健身教练，一位网店老板，再加一位...,¥51起,697条点评,4.5/5分,Q居张家界八戒人文客栈,张家界好评第461
http://hotel.qunar.com/city/beihai/dt-4100/#from=BSEO-N,客房整洁，宽敞明亮，环境卫生，性价比较高。 北海涠洲岛海螺姑娘之家外观是一栋四层建筑，面朝湛蓝大海，在这里，你可以站在阳台上看日出，观...,¥100起,112条点评,4.9/5分,Q居涠洲海螺姑娘之家海景客栈,北海好评第79
http://hotel.qunar.com/city/beihai/dt-4521/#from=BSEO-N,性价比高，住宿环境、通风采光较好地理位交通便利。,¥102起,136条点评,4.6/5分,Q居涠洲岛小岛故事客栈,北海好评第355
http://hotel.qunar.com/city/beihai/dt-5207/#from=BSEO-N,北海维沙度假酒店坐落于银滩度假旅游区对面，酒店是按星级标准全新装修，内设13间客房，普通大床房1间，豪华大床房一间，普通标准间6间，豪...,¥102起,31条点评,4.8/5分,Q居北海维沙度假酒店,北海好评第188
http://hotel.qunar.com/city/beihai/dt-3551/#from=BSEO-N,酒店设施齐全，环境温馨，服务热忱，位置优越，交通便捷，适合商务出差，旅行入住。,¥103起,152条点评,4.5/5分,Q居北海候鸟庄假日酒店,北海好评第482
http://hotel.qunar.com/city/beihai/dt-2749/#from=BSEO-N,北海裕庭主题酒店座落于北海市银滩中路怡园假日别墅小区内，相距天下第一滩――银滩仅1.5公里，步行海边只要几分钟路程，酒店作为别墅型酒店...,¥104起,161条点评,4.3/5分,Q居北海裕庭主题酒店,北海好评第830
http://hotel.qunar.com/city/beihai/dt-3594/#from=BSEO-N,度假村所处位置优越，环境舒适，配套设施一应俱全，周边景色秀美，交通便利。,¥104起,3条点评,4.4/5分,Q居北海涠洲岛岛韵度假村,北海好评第739
http://hotel.qunar.com/city/beihai/dt-4244/#from=BSEO-N,客房干净、卫生，具有基础性设施，住宿环境舒适。,¥104起,20条点评,4.8/5分,Q居北海涠洲岛苏五渔家乐,北海好评第188
http://hotel.qunar.com/city/qinhuangdao/dt-8896/#from=BSEO-N,性价比高，住宿环境、通风采光较好;,¥45起,8条点评,4.5/5分,Q居秦皇岛言华旅馆,秦皇岛好评第903
http://hotel.qunar.com/city/qinhuangdao/dt-9975/#from=BSEO-N,巷子乐距北戴河火车站仅5分钟车程，西临京沈高速北戴河出口，南邻崔各庄出口，位于北戴河景区内，周边有鸽子窝公园、秦皇岛野生动物园、老虎石...,¥47起,14条点评,4.9/5分,Q居秦皇岛北戴河巷子乐民宿中国环境管理干部学院店,秦皇岛好评第165
http://hotel.qunar.com/city/qinhuangdao/dt-4794/#from=BSEO-N,您想和亲爱的家人或朋友一起享受阳光、海风、美食，尽情陶醉在海滨城市美丽的景致中吗？您想抛开日常的烦恼，和爱人悠闲海边散步，欣赏美丽的海...,¥49起,1366条点评,4.9/5分,Q居北戴河刘庄家庭旅馆临海小住店,秦皇岛好评第165
http://hotel.qunar.com/city/xiangxi/dt-6284/#from=BSEO-N,凤凰只为遇见你临江客栈位于古老热闹的沱江河风桥旁。毗邻清吧一条街，地理位置优越，闹中取静，出门即是美丽的沱江河，临近大型停车场，与万名...,¥22起,75条点评,4.6/5分,Q居凤凰只为遇见你临江客栈,湘西好评第182
http://hotel.qunar.com/city/jiaxing/dt-10633/#from=BSEO-N,由特色民居改造而成，交通便捷，近东栅景区。乌舍家居庭院，可家庭旅行停车。进门即是江南乌镇的缩影；丝绸画，油纸伞，青砖粗布。一切回到从前...,¥7起,213条点评,4.5/5分,Q居乌镇乌舍国际青年旅舍,嘉兴好评第1329
http://hotel.qunar.com/city/zhoushan/dt-2237/#from=BSEO-N,鑫海渔家客栈坐落于依山傍海的朱家尖乌石塘风景区，看乌塘海景，听细细潮音。客栈交通极为便捷，距普陀山码头仅15分钟车程，8分钟快艇即可到...,¥134起,20条点评,4.4/5分,Q居舟山朱家尖鑫海宾馆,舟山好评第813
http://hotel.qunar.com/city/zhoushan/dt-6030/#from=BSEO-N,性价比高，住宿环境、通风采光较好。,¥143起,89条点评,4.9/5分,Q居舟山有家客栈,舟山好评第160
http://hotel.qunar.com/city/guilin/dt-2142/#from=BSEO-N,阳朔兴坪老地方青年旅舍是桂林老地方的姊妹店，一如既往按照老地方的标准在兴坪提供最优质的青年旅舍服务，始终关注的问题是：人为什么要来到这...,¥23起,647条点评,4.3/5分,Q居阳朔兴坪老地方国际青年旅舍,桂林好评第1089
