hotel_url,hotel_intr,hotel_price,hotel_comment,hotel_score,hotel_name,hotel_rank
http://hotel.qunar.com/city/yibin/dt-2294/#from=BSEO-N,月亮半岛商务酒店位于四川省有着长江第一城之称的宜宾市长江大道中段12号，距中国最具艺术品味的企业-五粮液集团仅10分钟车程，距宜宾菜坝...,¥80起,387条点评,4.4/5分,Q+宜宾月亮半岛商务酒店,宜宾好评第84
http://hotel.qunar.com/city/yibin/dt-2356/#from=BSEO-N,乐途时尚酒店是一家按照星级标准设计的时尚酒店，建筑布局采用了先进、优雅、时尚的设计理念，每个楼层的装修风格均不相同，您一进入酒店，犹如...,¥127起,707条点评,4.5/5分,Q+宜宾乐途时尚酒店,宜宾好评第59
http://hotel.qunar.com/city/yibin/dt-2366/#from=BSEO-N,宜宾月亮半岛城市精品酒店以时尚、浪漫情调为主题，属宜宾一家较具规模化、较具档次的精品酒店。酒店位于宜宾市临港开发区僰侯路146号，拥有...,¥206起,331条点评,4.5/5分,Q+宜宾月亮半岛城市精品酒店,宜宾好评第38
http://hotel.qunar.com/city/chengdu/dt-7587/#from=BSEO-N,古迹面前回望历史、树荫公园里散步品茶摆龙门阵品茶、大街小巷馆子里尝川味美食；临街牧电巷有各种特色餐饮“琴台古街、一品天下美食街、让你一...,¥85起,172条点评,4.4/5分,Q+成都瀛磊酒店,成都好评第2394
http://hotel.qunar.com/city/chengdu/dt-28817/#from=BSEO-N,酒店位于成都骡马市金融圈CBD核心位置，人民中路二段正府街77号，著名楼盘SG.珊顿道旁边。距离地铁1号线文殊院站E口、地铁4号线骡马...,¥99起,55条点评,4.5/5分,Q+成都尚品自主酒店文殊院正府街店,成都好评第1794
http://hotel.qunar.com/city/chengdu/dt-11819/#from=BSEO-N,客房整洁，宽敞明亮，环境卫生，性价比较高；,¥140起,132条点评,4.1/5分,Q+崇州慕斯音乐酒店,成都好评第3606
http://hotel.qunar.com/city/nanjing/dt-9423/#from=BSEO-N,南京馨康宾馆地处江宁区禄口街道，近谢村社区休闲广场，周边汇聚餐饮、娱乐、购物等设施，宾客出行便捷。宾馆整体装饰简约雅致，客房布置洁净齐...,¥128起,81条点评,4.8/5分,Q+南京馨康宾馆禄口机场店,南京好评第81
http://hotel.qunar.com/city/lijiang/dt-8784/#from=BSEO-N,一段往事，一点回忆！让心飞扬，让梦成真！客栈位于丽江大研古城狮子山景区。门口是茶马古道，进入客栈可以免收古城维护费。步行约300米有观...,¥78起,1601条点评,4.9/5分,Q+丽江古城心飞扬精品客栈,丽江好评第462
http://hotel.qunar.com/city/changsha/dt-14848/#from=BSEO-N,长沙这厢客栈位于长沙中心位置，紧靠天心阁，五一广场，贺龙体育场，交通非常便捷。是一家专为年轻人打造的便利高性价比的客栈，是客栈是青旅是...,¥41起,171条点评,4.5/5分,Q+长沙这厢客栈,长沙好评第648
http://hotel.qunar.com/city/haikou/dt-5494/#from=BSEO-N,幽静的三层独栋别墅，半自助式窝心的小客栈。门口就是公交车站。距离海南大学南门小吃街0.9公里，步行只需8分钟；距离海口地标钟楼1.8公...,¥35起,113条点评,4.4/5分,Q+海口一舍客栈,海口好评第219
http://hotel.qunar.com/city/guiyang/dt-7274/#from=BSEO-N,贵阳十三月酒店贵阳高铁北站店从设计之初，即立足给予每一位宾客个性化的温馨入住，酒店装修选用的材质均为环保材质，让顾客放心入住，用最贴心...,¥118起,7条点评,4.6/5分,Q+贵阳十三月酒店,贵阳好评第70
http://hotel.qunar.com/city/nanjing/dt-12259/#from=BSEO-N,客栈位于灵谷寺景区内，有车可至地铁2号线钟灵街（灵谷寺）站和公交202路灵谷寺公园站以及灵谷寺公园门口接送至公园内客栈。客栈地处灵谷寺...,¥145起,67条点评,4.5/5分,Q+南京深松客栈,南京好评第444
http://hotel.qunar.com/city/nanjing/dt-11057/#from=BSEO-N,907雅致公寓位于繁华的江宁万达广场F座9楼，地理位置优越，交通便利，配套齐全，万达购物中心、永辉超市、万达影院、各类餐饮娱乐场所就在...,¥189起,155条点评,4.3/5分,Q+南京907雅致公寓江宁万达广场店,南京好评第864
http://hotel.qunar.com/city/nanjing/dt-12683/#from=BSEO-N,南京范泰斯特酒店地处玉兰路与丁墙路的交汇处，明发商业广场内，步行至南京南站仅10分钟，近3号线明发广场站2B出口。明发商业广场商业发达...,¥208起,270条点评,4.5/5分,Q+南京范泰斯特酒店南站店,南京好评第294
http://hotel.qunar.com/city/nanjing/dt-12294/#from=BSEO-N,南京燕雀湖花园酒店位于南京禄口国际机场东门，紧邻候机楼，内设标准客房、商务单间、舒适家庭房。秉承古典盆景园林精美之设计，燕雀湖花园内倾...,¥245起,60条点评,4.6/5分,Q+南京燕雀湖花园酒店,南京好评第164
http://hotel.qunar.com/city/nanjing/dt-11912/#from=BSEO-N,向日葵酒店公寓（南京南站店）位于南京市雨花台区雨花东路158号3栋819，紫荆花路东与卡子门大街交汇处，对面是中石化加油站，距离宜家、...,¥288起,197条点评,4.6/5分,Q+南京向日葵酒店式公寓,南京好评第164
http://hotel.qunar.com/city/lijiang/dt-7162/#from=BSEO-N,丽江胡思雅舍精品客栈坐落在古城南门桥旁，进出古城极为便利，距古城中心位置四方街，大水车，酒吧街等步行5-7分钟。胡思雅舍精品客栈采用现...,¥96起,114条点评,4.9/5分,Q+丽江古城胡思雅舍精品客栈,丽江好评第462
http://hotel.qunar.com/city/lijiang/dt-11165/#from=BSEO-N,“何必居”秉承老丽江风情，不定期在客栈举办烧烤K歌派对，为南来北往的“陌生人”提供相遇、相识、相知的平台。 来吧，在丽江温暖的阳光下，...,¥138起,560条点评,4.9/5分,Q+丽江古城何必居好运客栈,丽江好评第462
http://hotel.qunar.com/city/lijiang/dt-11265/#from=BSEO-N,丽江小桥流水观景客栈位于丽江市大研古城，距离大水车、四方街3分钟左右路程，紧邻小溪边的大石桥，玉龙雪山流下来的溪水从客栈门口穿流而过，...,¥144起,1061条点评,4.9/5分,Q+丽江小桥流水观景客栈,丽江好评第462
http://hotel.qunar.com/city/lijiang/dt-2060/#from=BSEO-N,丽江千里走单骑2416客栈地处大研古城内，邻近古城中心四方街、万古楼、木府、小吃街等，距古城北门大水车步行约7分钟，出行非常方便，且闹...,¥238起,947条点评,4.8/5分,Q+丽江千里走单骑2416客栈,丽江好评第1312
http://hotel.qunar.com/city/lijiang/dt-12139/#from=BSEO-N,我们来丽江，在古城大水车遇见自己，在玉龙雪山遗忘过往，在木府聆听古城述说悠久的历史，漫步古城感受闲适光阴里的一花一木，感受清晨的露水打...,¥256起,149条点评,4.9/5分,Q+丽江彩云归精品度假客栈,丽江好评第462
http://hotel.qunar.com/city/lijiang/dt-11372/#from=BSEO-N,丽江古城赵公府邸客栈，位于国家5A级旅游城市丽江古城内五一街与七一街交汇处，总占地面积1000多平，以当地民族特色的古风韵味，纳西族传...,¥266起,280条点评,4.9/5分,Q+丽江赵公府邸客栈,丽江好评第462
http://hotel.qunar.com/city/lijiang/dt-11816/#from=BSEO-N,酒店位于丽江市大研古镇光义街忠义巷52号。以方便家庭、朋友结伴出游为主。家庭套房、复式观景房、大床房、套房等各种房型。紧邻忠义市场和木...,¥276起,404条点评,4.9/5分,Q+丽江诗悦之家精品客栈,丽江好评第462
http://hotel.qunar.com/city/changsha/dt-13094/#from=BSEO-N,长沙和锐快捷酒店位于五一广场商圈步行街商业中心。闹钟取静，小资情调。 酒店出门左转3分钟即到黄兴南路步行街，解放西酒吧街，化龙池，右转...,¥153起,817条点评,4.3/5分,Q+长沙和锐快捷酒店步行街店,长沙好评第1061
http://hotel.qunar.com/city/changsha/dt-13558/#from=BSEO-N,美宿一词源于法文“maison”，意寓为“家”，致力于为每一位顾客打造温馨的居住环境，体验诗意的栖居，让城市消失不见。慧友美宿芙蓉广场...,¥211起,3170条点评,4.9/5分,Q+长沙慧友美宿酒店芙蓉广场店,长沙好评第85
http://hotel.qunar.com/city/changsha/dt-13550/#from=BSEO-N,258公寓酒店（五一广场壹号公馆店）位于长沙芙蓉区南阳街，近五一广场，长沙步行街、橘子洲头、乐和城、平和堂、坡子街、芙蓉广场环绕，离五...,¥238起,652条点评,4.5/5分,Q+长沙258公寓酒店五一广场壹号公馆店,长沙好评第498
http://hotel.qunar.com/city/changsha/dt-14462/#from=BSEO-N,客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,¥259起,60条点评,4.5/5分,Q+长沙Miss情侣主题酒店,长沙好评第648
http://hotel.qunar.com/city/haikou/dt-5602/#from=BSEO-N,海口大自然客房座落在海口灵山镇琼文大道。距离美兰国际机场约5分钟车程，渡过南渡江就是海口闹市，离桂林洋高校区约十分钟车程。宾馆房间空间...,¥134起,130条点评,4.5/5分,Q+海口大自然客房,海口好评第158
http://hotel.qunar.com/city/haikou/dt-3722/#from=BSEO-N,Q+海口新万盛宾馆于2016年3-8月按星级标准及豪华高档、时尚新颖的风格进行设计装修，面积4168平方米，拥有豪华时尚客房60间、特...,¥143起,469条点评,4.5/5分,Q+海口新万盛宾馆,海口好评第103
http://hotel.qunar.com/city/haikou/dt-4559/#from=BSEO-N,酒店位于海口海秀西路，地理位置优越，距海口西站约5分钟，火车站约15分钟，跨海码头约10分钟路程。毗邻西海岸新区及假日海滩风景区，环境...,¥151起,1364条点评,4.3/5分,Q+海口太行明珠酒店,海口好评第283
http://hotel.qunar.com/city/guiyang/dt-5515/#from=BSEO-N,贵Q+阳金柏羽酒店是一家连锁酒店，主要集中于高端品牌，位于花溪区花溪大道中段579号（花溪大道南段站台），自然风景优美，距离十里河滩仅...,¥143起,141条点评,4.4/5分,Q+贵阳金柏羽酒店中曹司店,贵阳好评第291
http://hotel.qunar.com/city/guiyang/dt-5852/#from=BSEO-N,Q+贵阳荷庭悦色中式酒店文昌阁店位于贵阳市云岩区文昌北路98号，临近贵阳繁华地段喷水池、贵州师范大学宝山校区、贵阳著名景点文昌阁、亨特...,¥148起,255条点评,4.0/5分,Q+贵阳荷庭悦色中式酒店文昌阁店,贵阳好评第689
http://hotel.qunar.com/city/guiyang/dt-5233/#from=BSEO-N,Q+贵阳名门尚品主题酒店喷水池店位于贵阳市中心繁华地带，地处云岩区延安东路和文昌北路路口的交汇处，毗邻市中心喷水池、贵州师范大学、文昌...,¥160起,509条点评,4.1/5分,Q+贵阳名门尚品主题酒店喷水池店,贵阳好评第554
http://hotel.qunar.com/city/guiyang/dt-6009/#from=BSEO-N,Q+贵阳城市秘密酒店位于贵阳市云岩区富水北路天恒大厦北座19楼，富水北路与延安东路交汇处，与喷水池，中华北路以及大十字商业圈为邻。车行...,¥179起,626条点评,4.5/5分,Q+贵阳城市秘密酒店,贵阳好评第206
http://hotel.qunar.com/city/shenzhen/dt-1327/#from=BSEO-N,酒店有3栋精装客房共30间，配有海鲜餐厅；门口就是沙岗村公交车站台。距离西涌沙滩2号入口150米，沙滩可提供游客烧烤、情人岛快艇以及C...,¥168起,79条点评,4.4/5分,Q+深圳西冲西涌酒店,深圳好评第1117
http://hotel.qunar.com/city/qiandongnan/dt-4751/#from=BSEO-N,苗族特色的吊脚木楼，苗寨最好的观景点之一。店主是刚刚大学毕业的年轻人，服务热情。,¥112起,243条点评,4.3/5分,Q+黔东南第一千零一户客栈,黔东南好评第350
http://hotel.qunar.com/city/chenzhou/dt-3689/#from=BSEO-N,由日本建筑师与资深设计媒体人打造的国际时尚STYLE精品酒店。 酒店所有接触皮肤的用品均按国际酒店标准选择，从牙刷、牙膏到拖鞋、毛巾、...,¥124起,134条点评,4.5/5分,Q+郴州资兴梦想花园精品酒店,郴州好评第88
http://hotel.qunar.com/city/zhoushan/dt-5062/#from=BSEO-N,千岛风情酒店座落于美丽的滨海城市沈家门渔港，是普陀旅游金三角的枢纽之地。酒店依海而建，风光独特，空气清新。酒店距半升洞码头(往普陀山、...,¥177起,372条点评,4.1/5分,Q+舟山沈家门千岛风情酒店,舟山好评第1125
http://hotel.qunar.com/city/yangjiang/dt-3873/#from=BSEO-N,朴实自然，宁静希望，海港岸边，渔舟唱晚，一湾海水，一抹蓝天，共度港边生活！,¥82起,135条点评,4.6/5分,Q+阳江海陵岛港边客栈,阳江好评第69
http://hotel.qunar.com/city/sanya/dt-10921/#from=BSEO-N,三亚这片海度假海景客栈位于美丽的大东海景区边上，步行到海边只需要3分钟左右，休闲度假，游泳冲浪的好去处，房间设计理念源自碧海蓝天，风格...,¥150起,1582条点评,4.6/5分,Q+三亚这片海度假客栈,三亚好评第588
http://hotel.qunar.com/city/zhongshan/dt-12173/#from=BSEO-N,客房整洁，宽敞明亮，环境卫生，性价比较高。,¥113起,34条点评,4.5/5分,Q+中山路易斯商务酒店,中山好评第38
http://hotel.qunar.com/city/huhehaote/dt-3595/#from=BSEO-N,酒店位于内蒙古农业大学、内蒙古师范大学附近，距呼和浩特站15分钟车程，距新华广场十分钟车程，距海亮广场五分钟车程，距大召寺五分钟车程，...,¥86起,211条点评,4.4/5分,Q+呼和浩特御贤湾快捷宾馆,呼和浩特好评第166
http://hotel.qunar.com/city/shenzhen/dt-16244/#from=BSEO-N,他她商务公寓（科技园北店）位于南山区龙珠三路（近欧洲城，沙河东路）。距离南山科技园、世界之窗、欢乐谷、野生动物园、塘朗山公园只需十多分...,¥185起,73条点评,4.5/5分,Q+深圳他她商务公寓科技园北店,深圳好评第833
http://hotel.qunar.com/city/shenzhen/dt-14679/#from=BSEO-N,深圳西冲（西涌）棕榈湾艺术民宿位于中国最美的八大海滩之一的西冲沙滩，距离沙滩步行5分钟，另可预约沙滩电瓶车接送。 西涌位于大鹏半岛最南...,¥200起,104条点评,4.6/5分,Q+深圳棕榈湾艺术民宿,深圳好评第353
http://hotel.qunar.com/city/shenzhen/dt-9126/#from=BSEO-N,客栈由典雅的岭南渔村庭院改建而成，美丽的西涌海滩近在约百米，客栈四周古榕环绕、栈道错落有致、鸟语花香、清新宜人、灵秀古朴、是一家集休闲...,¥230起,348条点评,4.1/5分,Q+深圳西涌鹤薮古村客栈,深圳好评第1837
http://hotel.qunar.com/city/shenzhen/dt-14692/#from=BSEO-N,深圳普蜜思酒店是隶属于芳华林酒店集团投资旗下豪华精品酒店，由国际著名设计师精心设计装修，尽显时尚品味，由香港联邦国际酒店管理公司入驻管...,¥275起,290条点评,4.5/5分,Q+深圳普蜜思主题酒店,深圳好评第833
http://hotel.qunar.com/city/shenzhen/dt-14727/#from=BSEO-N,巢里巢外客栈处于较场尾和大鹏所城中间位置，是去往较场尾、大鹏所城、东山寺的中间位置。交通便利，杨梅坑、东涌、西涌车程半个小时！巢里巢外...,¥288起,236条点评,4.5/5分,Q+深圳较场尾巢里巢外精品酒吧客栈,深圳好评第578
http://hotel.qunar.com/city/shenzhen/dt-14728/#from=BSEO-N,好家主题公寓酒店是由和顺佳酒店管理有限公司管理的高端滨海度假公寓，房间装修以滨海时光为主题，所有房间均为复式度假套房，一楼为休闲区域，...,¥299起,179条点评,4.1/5分,Q+深圳好家主题公寓酒店大梅沙店,深圳好评第1837
http://hotel.qunar.com/city/shenzhen/dt-13700/#from=BSEO-N,客栈位于东山寺正对面欢乐海湾度假区内，设有停车场，儿童玩耍区。 客房：三层民居，共28间客房，可容纳80人。 配备：每间房单独淋浴卫生...,¥590起,129条点评,4.5/5分,Q+深圳美舍客栈5号店,深圳好评第833
http://hotel.qunar.com/city/qiandongnan/dt-5270/#from=BSEO-N,坐落于西江千户苗寨景区内，步行至观景台只需要三分钟，观景位置绝佳，正对千户苗寨全景，推开窗户便可以欣赏到日落，炊烟，满天繁星及令你震撼...,¥158起,96条点评,4.4/5分,Q+黔东南梦回西江旅游度假酒店,黔东南好评第275
http://hotel.qunar.com/city/qiandongnan/dt-5361/#from=BSEO-N,雷山柏豪全景酒店座落于西江千户苗寨景区观景台右侧15米。房屋装修为景区独特全景落地玻璃，在房间就可以一览苗寨全景，交通便利、客房干净、...,¥158起,72条点评,4.5/5分,Q+雷山柏豪全景酒店,黔东南好评第139
http://hotel.qunar.com/city/qiandongnan/dt-4928/#from=BSEO-N,酒店位于观景道上半山腰就在马路边     交通非常方便     离观景台6分钟路程    观景位置极佳     客房干净卫生     ...,¥198起,69条点评,4.4/5分,Q+西江飞翔时光雅舍,黔东南好评第275
http://hotel.qunar.com/city/qiandongnan/dt-5487/#from=BSEO-N,酒店客房整洁，宽敞明亮，环境卫生，性价比较高。独特的装修风格，显示出苗家风格。,¥257起,80条点评,4.5/5分,Q+雷山苗寨风情假日酒店,黔东南好评第204
http://hotel.qunar.com/city/qiandongnan/dt-5425/#from=BSEO-N,水墨西江客栈老板致力于打造干净、舒适、温馨、惬意、性价比的客栈环境，客栈位于观景平台方向的马路边上，去观景平台、梯田、表演场仅需五分钟...,¥268起,144条点评,4.9/5分,Q+雷山千户苗寨水墨西江客栈,黔东南好评第13
http://hotel.qunar.com/city/qiandongnan/dt-5432/#from=BSEO-N,西江千户苗寨望月客栈环境令人心旷神怡，安静，舒适，欢迎您的入住，会给您带来一种家的感觉，感谢您的入住，在此祝您合家欢乐，身体健康，万事...,,32条点评,4.0/5分,Q+雷山望月客栈,黔东南好评第564
http://hotel.qunar.com/city/chenzhou/dt-2803/#from=BSEO-N,内有大型停车场、自助洗衣、带烘干功能！百兆极速wifi和网络电视回看！酒吧：酒吧走路2分钟。超市：家润多超市；步步高超市。景点：郴州最...,¥128起,225条点评,4.4/5分,Q+郴州捷美时尚酒店文化路店,郴州好评第135
http://hotel.qunar.com/city/chenzhou/dt-3979/#from=BSEO-N,所谓伊人，在水一方。在水一方主题客栈坐落在美若仙境的东江湖，在这里，烦了，远离城市的喧嚣，到东江湖畔发呆，让清新的空气洗去你心中的尘佛...,¥174起,78条点评,4.9/5分,Q+资兴东江湖在水一方主题客栈,郴州好评第22
http://hotel.qunar.com/city/chenzhou/dt-3984/#from=BSEO-N,适合人群：喜欢闹中求静的人，出门投入东江小镇的丰富多样当中，进门即得安住。 房间：24间，四种房型。双人标间、大床房、亲子房（房中房，...,¥216起,77条点评,4.9/5分,Q+资兴东江湖栖舍民宿客栈,郴州好评第22
http://hotel.qunar.com/city/chenzhou/dt-3697/#from=BSEO-N,“那一年精品主题客栈”，湖南省十大客栈之一，省内首家Loft风+北欧极简混搭型客栈，由香港和深圳知名设计团队在80年代旧厂房的基础上因...,¥220起,194条点评,4.6/5分,Q+资兴东江湖那一年精品主题客栈,郴州好评第58
http://hotel.qunar.com/city/chenzhou/dt-3918/#from=BSEO-N,给精神一个栖息的安身之处，便是人生最妙曼的风景；东江湖安缦轻奢客栈给心灵开启一次美妙之旅，灵动的奇石，水榭楼台，落日余晖，波光丽影；中...,¥340起,150条点评,4.6/5分,Q+资兴安缦轻奢客栈,郴州好评第58
http://hotel.qunar.com/city/zhoushan/dt-3257/#from=BSEO-N,舟山中汇宾馆是一家集客房、休闲、娱乐、商务为一体的现代化舟山旅游宾馆，内部装饰娴静雅致。宾馆设施先进，环境幽雅，温暖惬意。宾馆座落于著...,¥185起,165条点评,4.1/5分,Q+舟山中汇宾馆,舟山好评第1125
http://hotel.qunar.com/city/zhoushan/dt-6076/#from=BSEO-N,金升苑酒店位于舟山市普陀区东港海莲路469号，地处东港区最繁华地段，有欧尚超市、凯虹广场、肯德基、星巴克、必胜客等知名餐饮购物娱乐等场...,¥218起,202条点评,4.5/5分,Q+舟山东港金升苑酒店,舟山好评第670
http://hotel.qunar.com/city/zhoushan/dt-6605/#from=BSEO-N,酒店地处普陀商业繁华中心地段的东港商业区，酒店坐落于朱家尖大桥西侧的海洲路350号，距普陀山慈航广场仅一桥之隔，距浙江省名胜5A景区朱...,¥244起,420条点评,4.8/5分,Q+舟山贝斯特海景酒店,舟山好评第323
http://hotel.qunar.com/city/zhoushan/dt-5540/#from=BSEO-N,位于AAAA旅景区朱家尖，坐落于着名的东沙、南沙双湾之间，所有的客房均为无敌海景房，拥有全景大阳台，贝斯特精品酒店璞缇海店全新之作，公...,¥279起,526条点评,4.8/5分,Q+舟山贝斯特海景精品酒店璞缇海店,舟山好评第323
http://hotel.qunar.com/city/zhoushan/dt-2364/#from=BSEO-N,舟山三源精品酒店座落在“祖国渔都”沈家门渔港大海之滨，座落于有“中华美食街”美誉的沈家门滨港路海鲜夜排档黄金地段。距沈家门半升洞码头1...,¥368起,152条点评,4.4/5分,Q+舟山三源精品酒店,舟山好评第924
http://hotel.qunar.com/city/yangjiang/dt-2516/#from=BSEO-N,阳江海陵岛蓝涛别墅（大角湾景区店）位于国家AAAAA级大角湾旅游景区。步行大角湾景区只需3分钟路程。去海鲜市场只1公里路程左右，周边临...,¥85起,141条点评,4.1/5分,Q+阳江海陵岛蓝涛别墅大角湾景区店,阳江好评第338
http://hotel.qunar.com/city/yangjiang/dt-2968/#from=BSEO-N,度假公寓坐落于中国十大宝岛之一海陵岛，位于海陵岛保利十里银滩p区，毗邻世界闻名的“南海一号”中国海上丝绸之路博物馆，大角湾国家5A级风...,¥94起,223条点评,4.6/5分,Q+阳江碧海家度假公寓海陵岛保利银滩店,阳江好评第69
http://hotel.qunar.com/city/yangjiang/dt-4140/#from=BSEO-N,酒店落于广东省阳江市海陵岛十里银滩，毗邻4A级景区“十里银滩”、南海一号博物馆，公寓每间客房都可将银滩海岸风光尽收眼里。客房干净、卫生...,¥94起,171条点评,4.5/5分,Q+阳江海陵岛蓝玥海上精品度假公寓十里银滩店,阳江好评第119
http://hotel.qunar.com/city/yangjiang/dt-3737/#from=BSEO-N,海陵岛保利品逸度假别墅群，位于保利海陵岛度假村保利大道旁别墅BCEQ区！别墅交通方便，室内家具较新，风格新颖，通风条件好，私家停车位，...,¥127起,127条点评,4.6/5分,Q+阳江海陵岛品逸度假别墅,阳江好评第69
